"filename", "language", "XML", "JavaScript", "HTML", "JSON", "PostCSS", "Markdown", "Shell Script", "comment", "blank", "total"
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\module-loader.js", "JavaScript", 0, 338, 0, 0, 0, 0, 0, 83, 79, 500
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\notification-utils.js", "JavaScript", 0, 130, 0, 0, 0, 0, 0, 20, 30, 180
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\performance-utils.js", "JavaScript", 0, 245, 0, 0, 0, 0, 0, 20, 58, 323
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\state-manager.js", "JavaScript", 0, 234, 0, 0, 0, 0, 0, 24, 53, 311
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\sw-manager.js", "JavaScript", 0, 285, 0, 0, 0, 0, 0, 32, 56, 373
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\webpack-analyzer.js", "JavaScript", 0, 433, 0, 0, 0, 0, 0, 98, 88, 619
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\vendor\leaflet.curve.js", "JavaScript", 0, 401, 0, 0, 0, 0, 0, 24, 66, 491
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\test\advanced-loading-test.html", "HTML", 0, 0, 387, 0, 0, 0, 0, 1, 58, 446
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\test\bundle-optimization-test.html", "HTML", 0, 0, 604, 0, 0, 0, 0, 10, 116, 730
"Total", "-", 45, 21806, 2122, 8311, 7313, 3346, 96, 3088, 6658, 52785
